Date,IT Department,Cost Element,Country,Actual
1/05/2020,Data Centers,Depreciation,United Kingdom,"19,656"
1/05/2020,Data Centers,Depreciation,USA,"253,906"
1/05/2020,Data Centers,Employee Performance,USA,316
1/05/2020,Data Centers,External Labor,Germany,"3,601"
1/05/2020,Data Centers,External Labor,United Kingdom,"89,374"
1/05/2020,Data Centers,External Labor,USA,"332,345"
1/05/2020,Data Centers,Hardware,United Kingdom,"177,625"
1/05/2020,Data Centers,Hardware,USA,"17,375"
1/05/2020,Data Centers,Hardware Maintenance,United Kingdom,"-8,181"
1/05/2020,Data Centers,Hardware Maintenance,USA,"88,891"
1/05/2020,Data Centers,Internal Labor,Austria,"4,047"
1/05/2020,Data Centers,Internal Labor,Germany,"11,709"
1/05/2020,Data Centers,Internal Labor,Netherlands,"3,851"
1/05/2020,Data Centers,Internal Labor,Spain,"3,509"
1/05/2020,Data Centers,Internal Labor,United Kingdom,"10,905"
1/05/2020,Data Centers,Internal Labor,USA,"127,910"
1/05/2020,Data Centers,Other,Austria,36
1/05/2020,Data Centers,Other,Netherlands,6
1/05/2020,Data Centers,Other,United Kingdom,351
1/05/2020,Data Centers,Other,USA,90
1/05/2020,Data Centers,Project Expenses,United Kingdom,"13,715"
1/05/2020,Data Centers,Recognition,Austria,45
1/05/2020,Data Centers,Severance,Austria,39
1/05/2020,Data Centers,Software,USA,"24,389"
1/05/2020,Data Centers,Software Maintenance,United Kingdom,"-5,002"
1/05/2020,Data Centers,Software Maintenance,USA,"-2,877"
1/05/2020,Data Centers,Taxes,USA,"17,338"
1/05/2020,Data Centers,Telecomm,Austria,12
1/05/2020,Data Centers,Training,USA,"4,043"
1/05/2020,Data Centers,Travel,Netherlands,-20
1/05/2020,Data Centers,Travel,Spain,317
1/05/2020,Data Centers,Travel,United Kingdom,"2,155"
1/05/2020,Data Centers,Travel,USA,"1,530"
1/05/2020,Data Centers,Vehicles,Netherlands,418
1/05/2020,Data Centers,Vehicles,United Kingdom,1
1/05/2020,Data Management,Depreciation,Germany,"4,713"
1/05/2020,Data Management,Internal Labor,Germany,"2,988"
1/05/2020,Data Management,Internal Labor,Spain,"3,190"
1/05/2020,Data Management,Telecomm,Germany,"6,810"
1/05/2020,Data Management,Training,Spain,24
1/05/2020,Data Management,Vehicles,Spain,158
1/05/2020,Development,Employee Performance,USA,"1,561"
1/05/2020,Development,External Labor,United Kingdom,"1,677"
1/05/2020,Development,External Labor,USA,"55,847"
1/05/2020,Development,Hardware,USA,147
1/05/2020,Development,Inbound Allocations,United Kingdom,113
1/05/2020,Development,Internal Labor,Belgium,"7,190"
1/05/2020,Development,Internal Labor,Germany,"1,453"
1/05/2020,Development,Internal Labor,Spain,"6,997"
1/05/2020,Development,Internal Labor,United Kingdom,"7,434"
1/05/2020,Development,Internal Labor,USA,"147,515"
1/05/2020,Development,Other,Belgium,32
1/05/2020,Development,Other,United Kingdom,105
1/05/2020,Development,Other,USA,193
1/05/2020,Development,Outbound Allocations,United Kingdom,"1,107"
1/05/2020,Development,Software,USA,"20,934"
1/05/2020,Development,Supplies,USA,913
1/05/2020,Development,Taxes,USA,"1,120"
1/05/2020,Development,Telecomm,Belgium,219
1/05/2020,Development,Telecomm,Germany,17
1/05/2020,Development,Telecomm,United Kingdom,-9
1/05/2020,Development,Telecomm,USA,36
1/05/2020,Development,Training,Belgium,637
1/05/2020,Development,Training,United Kingdom,5
1/05/2020,Development,Training,USA,449
1/05/2020,Development,Travel,Belgium,"1,298"
1/05/2020,Development,Travel,Spain,89
1/05/2020,Development,Travel,United Kingdom,"1,010"
1/05/2020,Development,Travel,USA,"3,706"
1/05/2020,Development,Vehicles,Belgium,558
1/05/2020,Development,Vehicles,United Kingdom,1
1/05/2020,Distribution,Amortization,Italy,"5,684"
1/05/2020,Distribution,Depreciation,Belgium,18
1/05/2020,Distribution,Depreciation,Italy,301
1/05/2020,Distribution,Depreciation,Switzerland,448
1/05/2020,Distribution,Depreciation,United Kingdom,28
1/05/2020,Distribution,Employee Performance,USA,8
1/05/2020,Distribution,External Labor,France,"18,574"
1/05/2020,Distribution,External Labor,United Kingdom,"8,845"
1/05/2020,Distribution,External Labor,USA,"84,327"
1/05/2020,Distribution,Hardware,Canada,58
1/05/2020,Distribution,Hardware,USA,32
1/05/2020,Distribution,Internal Labor,Belgium,"11,716"
1/05/2020,Distribution,Internal Labor,Canada,"6,548"
1/05/2020,Distribution,Internal Labor,France,"20,228"
1/05/2020,Distribution,Internal Labor,Germany,"30,417"
1/05/2020,Distribution,Internal Labor,Italy,"8,790"
1/05/2020,Distribution,Internal Labor,Spain,"5,774"
1/05/2020,Distribution,Internal Labor,Switzerland,"8,979"
1/05/2020,Distribution,Internal Labor,United Kingdom,"8,403"
1/05/2020,Distribution,Internal Labor,USA,"75,295"
1/05/2020,Distribution,Moving,France,"2,486"
1/05/2020,Distribution,Moving,Spain,12
1/05/2020,Distribution,Other,Belgium,71
1/05/2020,Distribution,Other,Germany,"1,953"
1/05/2020,Distribution,Other,Italy,314
1/05/2020,Distribution,Outbound Allocations,United Kingdom,743
1/05/2020,Distribution,Severance,Italy,529
1/05/2020,Distribution,Supplies,Belgium,23
1/05/2020,Distribution,Telecomm,Belgium,64
1/05/2020,Distribution,Telecomm,Canada,44
1/05/2020,Distribution,Telecomm,Italy,130
1/05/2020,Distribution,Telecomm,Switzerland,360
1/05/2020,Distribution,Training,Germany,549
1/05/2020,Distribution,Training,Spain,188
1/05/2020,Distribution,Training,USA,744
1/05/2020,Distribution,Travel,Belgium,554
1/05/2020,Distribution,Travel,Canada,64
1/05/2020,Distribution,Travel,France,83
1/05/2020,Distribution,Travel,Germany,"1,146"
1/05/2020,Distribution,Travel,Italy,719
1/05/2020,Distribution,Travel,Spain,76
1/05/2020,Distribution,Travel,Switzerland,577
1/05/2020,Distribution,Travel,United Kingdom,38
1/05/2020,Distribution,Travel,USA,"1,563"
1/05/2020,Distribution,Vehicles,Belgium,876
1/05/2020,Distribution,Vehicles,United Kingdom,776
1/05/2020,Document Management,Depreciation,USA,261
1/05/2020,Document Management,Employee Performance,USA,75
1/05/2020,Document Management,External Labor,USA,"156,931"
1/05/2020,Document Management,Hardware,USA,192
1/05/2020,Document Management,Internal Labor,USA,"125,009"
1/05/2020,Document Management,Other,USA,299
1/05/2020,Document Management,Project Expenses,USA,"3,758"
1/05/2020,Document Management,Recognition,USA,15
1/05/2020,Document Management,Software,USA,117
1/05/2020,Document Management,Software Maintenance,USA,"67,530"
1/05/2020,Document Management,Supplies,USA,42
1/05/2020,Document Management,Taxes,USA,154
1/05/2020,Document Management,Training,USA,642
1/05/2020,Document Management,Travel,USA,"1,295"
1/05/2020,EIM,Amortization,Italy,175
1/05/2020,EIM,Depreciation,Italy,"1,735"
1/05/2020,EIM,Employee Performance,USA,919
1/05/2020,EIM,External Labor,USA,"128,614"
1/05/2020,EIM,Hardware,USA,271
1/05/2020,EIM,Hardware Maintenance,Italy,"1,678"
1/05/2020,EIM,Internal Labor,Italy,"4,102"
1/05/2020,EIM,Internal Labor,USA,"103,594"
1/05/2020,EIM,Other,Italy,4
1/05/2020,EIM,Severance,Italy,206
1/05/2020,EIM,Software,USA,"56,055"
1/05/2020,EIM,Software Maintenance,USA,"12,336"
1/05/2020,EIM,Training,USA,645
1/05/2020,EIM,Travel,USA,424
1/05/2020,Emerging,Depreciation,Brazil,"2,852"
1/05/2020,Emerging,Depreciation,Mexico,476
1/05/2020,Emerging,Depreciation,USA,63
1/05/2020,Emerging,Employee Performance,USA,34
1/05/2020,Emerging,External Labor,Brazil,"8,847"
1/05/2020,Emerging,External Labor,Mexico,"1,713"
1/05/2020,Emerging,External Labor,USA,"8,693"
1/05/2020,Emerging,Hardware Maintenance,Brazil,929
1/05/2020,Emerging,Internal Labor,Brazil,"4,394"
1/05/2020,Emerging,Internal Labor,Mexico,"18,677"
1/05/2020,Emerging,Internal Labor,USA,"8,982"
1/05/2020,Emerging,Moving,Brazil,328
1/05/2020,Emerging,Other,Brazil,"3,628"
1/05/2020,Emerging,Other,Mexico,642
1/05/2020,Emerging,Severance,Brazil,438
1/05/2020,Emerging,Severance,Mexico,"1,948"
1/05/2020,Emerging,Software Maintenance,Brazil,"2,155"
1/05/2020,Emerging,Supplies,Brazil,19
1/05/2020,Emerging,Supplies,Mexico,3
1/05/2020,Emerging,Taxes,Mexico,10
1/05/2020,Emerging,Telecomm,Brazil,807
1/05/2020,Emerging,Training,Brazil,43
1/05/2020,Emerging,Travel,Mexico,612
1/05/2020,Emerging,Travel,USA,"7,737"
1/05/2020,Emerging,Vehicles,Mexico,86
1/05/2020,Enterprise Capabilities,Depreciation,United Kingdom,20
1/05/2020,Enterprise Capabilities,External Labor,United Kingdom,124
1/05/2020,Enterprise Capabilities,Internal Labor,Spain,"20,702"
1/05/2020,Enterprise Capabilities,Internal Labor,United Kingdom,"9,161"
1/05/2020,Enterprise Capabilities,Telecomm,United Kingdom,45
1/05/2020,Enterprise Capabilities,Travel,Spain,100
1/05/2020,Enterprise Capabilities,Vehicles,United Kingdom,1
1/05/2020,GRC,Depreciation,Spain,155
1/05/2020,GRC,Depreciation,United Kingdom,171
1/05/2020,GRC,External Labor,France,"2,289"
1/05/2020,GRC,External Labor,Germany,"26,330"
1/05/2020,GRC,External Labor,United Kingdom,"3,891"
1/05/2020,GRC,External Labor,USA,"13,636"
1/05/2020,GRC,Hardware,USA,78
1/05/2020,GRC,Hardware Maintenance,Italy,"7,757"
1/05/2020,GRC,Internal Labor,France,"10,196"
1/05/2020,GRC,Internal Labor,Germany,"59,340"
1/05/2020,GRC,Internal Labor,Italy,"15,541"
1/05/2020,GRC,Internal Labor,New Zealand,"18,567"
1/05/2020,GRC,Internal Labor,United Kingdom,"40,943"
1/05/2020,GRC,Internal Labor,USA,"19,672"
1/05/2020,GRC,Other,Germany,14
1/05/2020,GRC,Other,United Kingdom,35
1/05/2020,GRC,Outbound Allocations,United Kingdom,743
1/05/2020,GRC,Project Expenses,United Kingdom,"25,011"
1/05/2020,GRC,Severance,Italy,940
1/05/2020,GRC,Severance,New Zealand,220
1/05/2020,GRC,Taxes,USA,104
1/05/2020,GRC,Telecomm,Italy,86
1/05/2020,GRC,Telecomm,United Kingdom,84
1/05/2020,GRC,Training,United Kingdom,"1,184"
1/05/2020,GRC,Travel,France,"1,308"
1/05/2020,GRC,Travel,Germany,"2,965"
1/05/2020,GRC,Travel,Italy,"2,042"
1/05/2020,GRC,Travel,New Zealand,"1,097"
1/05/2020,GRC,Travel,Spain,7
1/05/2020,GRC,Travel,United Kingdom,"4,354"
1/05/2020,GRC,Vehicles,United Kingdom,3
1/05/2020,Help Desk,External Labor,United Kingdom,"106,673"
1/05/2020,Help Desk,External Labor,USA,"124,571"
1/05/2020,Help Desk,Hardware,USA,"1,448"
1/05/2020,Help Desk,Hardware Maintenance,USA,27
1/05/2020,Help Desk,Internal Labor,Spain,"3,203"
1/05/2020,Help Desk,Internal Labor,USA,"2,759"
1/05/2020,Help Desk,Other,USA,54
1/05/2020,Help Desk,Software Maintenance,United Kingdom,"22,935"
1/05/2020,Help Desk,Software Maintenance,USA,"4,811"
1/05/2020,Help Desk,Taxes,USA,230
1/05/2020,Help Desk,Training,USA,878
1/05/2020,Help Desk,Travel,USA,10
1/05/2020,Hosting,Amortization,USA,"3,507"
1/05/2020,Hosting,Depreciation,USA,"45,812"
1/05/2020,Hosting,Employee Performance,USA,200
1/05/2020,Hosting,External Labor,United Kingdom,"1,014"
1/05/2020,Hosting,External Labor,USA,"294,287"
1/05/2020,Hosting,Hardware,USA,52
1/05/2020,Hosting,Hardware Maintenance,USA,81
1/05/2020,Hosting,Internal Labor,United Kingdom,"8,379"
1/05/2020,Hosting,Internal Labor,USA,"84,581"
1/05/2020,Hosting,Other,USA,2
1/05/2020,Hosting,Software,USA,"8,994"
1/05/2020,Hosting,Software Maintenance,USA,"328,604"
1/05/2020,Hosting,Taxes,USA,"3,253"
1/05/2020,Hosting,Telecomm,United Kingdom,42
1/05/2020,Hosting,Telecomm,USA,83
1/05/2020,Hosting,Vehicles,United Kingdom,1
1/05/2020,Innovation,Depreciation,Austria,2
1/05/2020,Innovation,Employee Performance,USA,30
1/05/2020,Innovation,External Labor,USA,34
1/05/2020,Innovation,Hardware,USA,"1,455"
1/05/2020,Innovation,Internal Labor,USA,"19,350"
1/05/2020,Innovation,Moving,USA,"2,035"
1/05/2020,Innovation,Other,USA,6
1/05/2020,Innovation,Travel,USA,438
1/05/2020,Manufacturing,Amortization,Brazil,9
1/05/2020,Manufacturing,Amortization,France,"8,882"
1/05/2020,Manufacturing,Amortization,Germany,"1,234"
1/05/2020,Manufacturing,Amortization,Ireland,"1,959"
1/05/2020,Manufacturing,Amortization,Italy,"22,090"
1/05/2020,Manufacturing,Amortization,Puerto Rico,"36,561"
1/05/2020,Manufacturing,Amortization,Spain,214
1/05/2020,Manufacturing,Amortization,USA,"1,072,898"
1/05/2020,Manufacturing,Depreciation,Brazil,"1,923"
1/05/2020,Manufacturing,Depreciation,France,"20,111"
1/05/2020,Manufacturing,Depreciation,Germany,37
1/05/2020,Manufacturing,Depreciation,Ireland,"6,915"
1/05/2020,Manufacturing,Depreciation,Italy,"16,788"
1/05/2020,Manufacturing,Depreciation,Puerto Rico,"53,339"
1/05/2020,Manufacturing,Depreciation,Spain,"1,680"
1/05/2020,Manufacturing,Depreciation,United Kingdom,"1,106"
1/05/2020,Manufacturing,Depreciation,USA,"27,677"
1/05/2020,Manufacturing,Employee Performance,USA,"1,692"
1/05/2020,Manufacturing,External Labor,Brazil,"3,961"
1/05/2020,Manufacturing,External Labor,France,"228,639"
1/05/2020,Manufacturing,External Labor,Ireland,"1,821"
1/05/2020,Manufacturing,External Labor,Italy,"19,740"
1/05/2020,Manufacturing,External Labor,Mexico,"3,781"
1/05/2020,Manufacturing,External Labor,Puerto Rico,"72,910"
1/05/2020,Manufacturing,External Labor,Spain,639
1/05/2020,Manufacturing,External Labor,United Kingdom,"2,989"
1/05/2020,Manufacturing,External Labor,USA,"249,914"
1/05/2020,Manufacturing,Hardware,France,"2,340"
1/05/2020,Manufacturing,Hardware,Puerto Rico,"2,118"
1/05/2020,Manufacturing,Hardware,Spain,"5,834"
1/05/2020,Manufacturing,Hardware,USA,"3,242"
1/05/2020,Manufacturing,Hardware Maintenance,Brazil,198
1/05/2020,Manufacturing,Hardware Maintenance,France,"9,079"
1/05/2020,Manufacturing,Hardware Maintenance,Ireland,637
1/05/2020,Manufacturing,Hardware Maintenance,Italy,10
1/05/2020,Manufacturing,Hardware Maintenance,Puerto Rico,977
1/05/2020,Manufacturing,Internal Labor,Brazil,"3,211"
1/05/2020,Manufacturing,Internal Labor,France,"152,696"
1/05/2020,Manufacturing,Internal Labor,Germany,"26,436"
1/05/2020,Manufacturing,Internal Labor,Ireland,"21,369"
1/05/2020,Manufacturing,Internal Labor,Italy,"13,516"
1/05/2020,Manufacturing,Internal Labor,Puerto Rico,"83,973"
1/05/2020,Manufacturing,Internal Labor,Spain,"28,515"
1/05/2020,Manufacturing,Internal Labor,United Kingdom,"8,267"
1/05/2020,Manufacturing,Internal Labor,USA,"661,817"
1/05/2020,Manufacturing,Other,Brazil,13
1/05/2020,Manufacturing,Other,Ireland,29
1/05/2020,Manufacturing,Other,Italy,260
1/05/2020,Manufacturing,Other,Puerto Rico,"-5,589"
1/05/2020,Manufacturing,Other,Spain,65
1/05/2020,Manufacturing,Other,USA,"-4,694"
1/05/2020,Manufacturing,Project Expenses,France,479
1/05/2020,Manufacturing,Project Expenses,Ireland,"6,990"
1/05/2020,Manufacturing,Project Expenses,Puerto Rico,4
1/05/2020,Manufacturing,Project Expenses,USA,"4,851"
1/05/2020,Manufacturing,Recognition,USA,186
1/05/2020,Manufacturing,Severance,Brazil,203
1/05/2020,Manufacturing,Severance,Italy,873
1/05/2020,Manufacturing,Software,Spain,"11,001"
1/05/2020,Manufacturing,Software,USA,"30,505"
1/05/2020,Manufacturing,Software Maintenance,France,"12,463"
1/05/2020,Manufacturing,Software Maintenance,USA,"185,610"
1/05/2020,Manufacturing,Supplies,Brazil,7
1/05/2020,Manufacturing,Supplies,Germany,12
1/05/2020,Manufacturing,Supplies,Ireland,"4,800"
1/05/2020,Manufacturing,Supplies,Puerto Rico,311
1/05/2020,Manufacturing,Supplies,United Kingdom,45
1/05/2020,Manufacturing,Supplies,USA,437
1/05/2020,Manufacturing,Taxes,USA,"2,226"
1/05/2020,Manufacturing,Telecomm,Brazil,109
1/05/2020,Manufacturing,Telecomm,France,"-4,031"
1/05/2020,Manufacturing,Telecomm,Ireland,"1,379"
1/05/2020,Manufacturing,Telecomm,Italy,"1,187"
1/05/2020,Manufacturing,Telecomm,Puerto Rico,"3,267"
1/05/2020,Manufacturing,Telecomm,United Kingdom,4
1/05/2020,Manufacturing,Telecomm,USA,106
1/05/2020,Manufacturing,Training,Brazil,-125
1/05/2020,Manufacturing,Training,USA,"3,936"
1/05/2020,Manufacturing,Travel,Brazil,7
1/05/2020,Manufacturing,Travel,France,"2,446"
1/05/2020,Manufacturing,Travel,Ireland,30
1/05/2020,Manufacturing,Travel,Puerto Rico,"2,326"
1/05/2020,Manufacturing,Travel,Spain,"1,140"
1/05/2020,Manufacturing,Travel,United Kingdom,-790
1/05/2020,Manufacturing,Travel,USA,"7,835"
1/05/2020,Manufacturing,Vehicles,France,244
1/05/2020,Manufacturing,Vehicles,Spain,-10
1/05/2020,Manufacturing,Vehicles,United Kingdom,2
1/05/2020,Mobility,Depreciation,United Kingdom,"13,718"
1/05/2020,Mobility,Depreciation,USA,"2,133"
1/05/2020,Mobility,External Labor,United Kingdom,"4,886"
1/05/2020,Mobility,External Labor,USA,"46,071"
1/05/2020,Mobility,Hardware,USA,689
1/05/2020,Mobility,Internal Labor,United Kingdom,"3,993"
1/05/2020,Mobility,Other,United Kingdom,"12,055"
1/05/2020,Mobility,Outbound Allocations,United Kingdom,"1,485"
1/05/2020,Mobility,Software,USA,"6,522"
1/05/2020,Mobility,Software Maintenance,USA,"21,147"
1/05/2020,Mobility,Taxes,USA,840
1/05/2020,Mobility,Telecomm,United Kingdom,180
1/05/2020,Mobility,Travel,United Kingdom,208
1/05/2020,Mobility,Vehicles,United Kingdom,2
1/05/2020,Networking,Depreciation,Canada,342
1/05/2020,Networking,Depreciation,Mexico,5
1/05/2020,Networking,Depreciation,Switzerland,556
1/05/2020,Networking,Depreciation,United Kingdom,"5,330"
1/05/2020,Networking,Depreciation,USA,"38,934"
1/05/2020,Networking,External Labor,Mexico,"22,750"
1/05/2020,Networking,External Labor,United Kingdom,"1,710"
1/05/2020,Networking,External Labor,USA,"242,779"
1/05/2020,Networking,Hardware,United Kingdom,"242,726"
1/05/2020,Networking,Hardware,USA,"325,204"
1/05/2020,Networking,Hardware Maintenance,Switzerland,"1,508"
1/05/2020,Networking,Hardware Maintenance,USA,"25,412"
1/05/2020,Networking,Internal Labor,Germany,"16,088"
1/05/2020,Networking,Internal Labor,Switzerland,"6,459"
1/05/2020,Networking,Internal Labor,United Kingdom,"12,620"
1/05/2020,Networking,Internal Labor,USA,"45,793"
1/05/2020,Networking,Other,Mexico,146
1/05/2020,Networking,Other,Switzerland,106
1/05/2020,Networking,Other,United Kingdom,726
1/05/2020,Networking,Other,USA,238
1/05/2020,Networking,Software Maintenance,USA,"55,166"
1/05/2020,Networking,Supplies,Switzerland,62
1/05/2020,Networking,Supplies,USA,81
1/05/2020,Networking,Taxes,USA,"5,297"
1/05/2020,Networking,Telecomm,Canada,"4,001"
1/05/2020,Networking,Telecomm,Germany,1
1/05/2020,Networking,Telecomm,Mexico,488
1/05/2020,Networking,Telecomm,Switzerland,"1,711"
1/05/2020,Networking,Telecomm,United Kingdom,"108,085"
1/05/2020,Networking,Telecomm,USA,"549,738"
1/05/2020,Networking,Training,Germany,198
1/05/2020,Networking,Training,United Kingdom,443
1/05/2020,Networking,Training,USA,899
1/05/2020,Networking,Travel,Germany,8
1/05/2020,Networking,Travel,Switzerland,"1,768"
1/05/2020,Networking,Travel,United Kingdom,-191
1/05/2020,Networking,Travel,USA,119
1/05/2020,Networking,Vehicles,Switzerland,183
1/05/2020,Networking,Vehicles,United Kingdom,291
1/05/2020,Planning,Amortization,USA,"264,799"
1/05/2020,Planning,Depreciation,Brazil,4
1/05/2020,Planning,Depreciation,USA,"49,698"
1/05/2020,Planning,Employee Performance,USA,"1,907"
1/05/2020,Planning,External Labor,Italy,508
1/05/2020,Planning,External Labor,United Kingdom,"6,162"
1/05/2020,Planning,External Labor,USA,"909,350"
1/05/2020,Planning,Hardware,USA,"2,348"
1/05/2020,Planning,Hardware Maintenance,Italy,"6,659"
1/05/2020,Planning,Inbound Allocations,United Kingdom,"-3,750"
1/05/2020,Planning,Internal Labor,France,"10,194"
1/05/2020,Planning,Internal Labor,United Kingdom,"4,693"
1/05/2020,Planning,Internal Labor,USA,"375,724"
1/05/2020,Planning,Moving,USA,191
1/05/2020,Planning,Other,USA,266
1/05/2020,Planning,Outbound Allocations,United Kingdom,"2,628"
1/05/2020,Planning,Software,USA,"17,770"
1/05/2020,Planning,Software Maintenance,USA,"495,242"
1/05/2020,Planning,Supplies,USA,"1,505"
1/05/2020,Planning,Taxes,USA,"2,325"
1/05/2020,Planning,Telecomm,Brazil,12
1/05/2020,Planning,Telecomm,United Kingdom,"3,912"
1/05/2020,Planning,Training,United Kingdom,-401
1/05/2020,Planning,Training,USA,"1,347"
1/05/2020,Planning,Travel,France,161
1/05/2020,Planning,Travel,United Kingdom,-9
1/05/2020,Planning,Travel,USA,"1,343"
1/05/2020,Planning,Vehicles,United Kingdom,1
1/05/2020,Portals,Employee Performance,USA,4
1/05/2020,Portals,External Labor,USA,"16,311"
1/05/2020,Portals,Internal Labor,USA,"63,528"
1/05/2020,Portals,Other,USA,"2,625"
1/05/2020,Portals,Software,USA,"9,900"
1/05/2020,Portals,Software Maintenance,USA,750
1/05/2020,Portals,Supplies,USA,6
1/05/2020,Portals,Training,USA,360
1/05/2020,Portals,Travel,USA,336
1/05/2020,Portfolio Management,Employee Performance,USA,16
1/05/2020,Portfolio Management,External Labor,USA,"1,411"
1/05/2020,Portfolio Management,Internal Labor,USA,"63,499"
1/05/2020,Portfolio Management,Other,USA,"7,595"
1/05/2020,Portfolio Management,Software,USA,117
1/05/2020,Portfolio Management,Supplies,USA,68
1/05/2020,Process Management,Depreciation,USA,287
1/05/2020,Process Management,Employee Performance,USA,23
1/05/2020,Process Management,External Labor,USA,"116,574"
1/05/2020,Process Management,Hardware,USA,631
1/05/2020,Process Management,Internal Labor,USA,"101,914"
1/05/2020,Process Management,Other,USA,308
1/05/2020,Process Management,Outbound Allocations,USA,"24,685"
1/05/2020,Process Management,Software,USA,"8,028"
1/05/2020,Process Management,Software Maintenance,USA,"29,747"
